"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"12231",14199,"Lzv68iVkRHstVvW3aXNWkA","""Table Thai Bar & Bistro""","Thai;Beer;Wine & Spirits;Restaurants;Vegan;Food","Las Vegas","NV",4.5,390,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1031,"Good"
"12232",14200,"lZvr_VDNWjCN_PT67StkKQ","""The Salon at Lakeside""","Pizza;Eyebrow Services;Hair Salons;Makeup Artists;Nail Salons;Restaurants;Beauty & Spas","Las Vegas","NV",3.5,76,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,57,"Good"
"12233",14201,"LZxSxY98S7l4a7tJiTGufg","""Cracker Barrel Old Country Store""","Desserts;American (Traditional);Southern;Restaurants;Breakfast & Brunch;Food","Goodyear","AZ",3.5,130,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,895,"Good"
"12234",14202,"LZY382ncwmmYLVKUjB1SFg","""The Pop Stop Snack Shop""","Sandwiches;Bakeries;Food;Coffee & Tea;Restaurants","Pittsburgh","PA",3.5,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,61,"Good"
"12235",14203,"lZZLmG1ANLq2Yb3KuVA4NA","""Circus Buffet""","Buffets;American (New);Arts & Entertainment;Restaurants;Casinos","Las Vegas","NV",2,321,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,351,"Bad"
"12236",14204,"M--CB6Fhp4XKxsR2PlcP9w","""Fat Tuesday""","American (New);Bars;Restaurants;Nightlife","Las Vegas","NV",4.5,226,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1305,"Good"
"12237",14205,"m-_3sNY0eLsPp__2C647oA","""Long John Silver's""","Fast Food;Seafood;Restaurants","Carnegie","PA",2.5,8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,"Bad"
"12238",14207,"m-17i76r4AnKAoQ6HZZ-5g","""Caffè Nero""","Food;Coffee & Tea;Restaurants;Cafes","Edinburgh","EDH",4,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,33,"Good"
"12239",14209,"m-9szrj48FkP-I6pummd7w","""Filiberto's Mexican Food""","Mexican;Fast Food;Tacos;Restaurants","Fountain Hills","AZ",3,13,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,22,"Good"
"12240",14210,"M-bM5y8qdE-Z3mfZept1EA","""Ohana Hawaiian Bbq""","Barbeque;Hawaiian;Restaurants","Las Vegas","NV",4,117,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,899,"Good"
"12241",14211,"M-caugKzJ9qLOmCBfD9Nyg","""La Brioche True Food""","Pizza;American (New);Breakfast & Brunch;Restaurants","Madison","WI",3.5,168,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,223,"Good"
"12242",14212,"m-dhoSt3TrHh2N5yPzYnsg","""Burger King""","Restaurants;Burgers","Phoenix","AZ",2.5,16,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,71,"Bad"
"12243",14214,"M-lS6AzGfoVB76at4c0Z7A","""Mastro's Steakhouse""","American (Traditional);Restaurants;Steakhouses;Seafood","Scottsdale","AZ",4,306,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,528,"Good"
"12244",14215,"M-qtsg3fVoG6sWBrDz4-6w","""Pizza Parma""","Pizza;Restaurants;Food;Food Delivery Services;Caterers;Event Planning & Services","Pittsburgh","PA",3,45,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,98,"Good"
"12245",14216,"M-SS_Kr0zlC7v8kBSRa74g","""Hokaido Sushi""","Restaurants;Sushi Bars","Las Vegas","NV",4,293,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1162,"Good"
"12246",14217,"M-uo9HTEJEx7cS0eCsQyUg","""The Inn on Negley""","Restaurants;Breakfast & Brunch;Food;Hotels & Travel;Tea Rooms;Bed & Breakfast","Pittsburgh","PA",4.5,35,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,40,"Good"
"12247",14218,"m-Wd-chohaj1UDSO5am3Qw","""Gambrinus""","Nightlife;Bars;German;Pubs;Restaurants","Esslingen","BW",3.5,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,"Good"
"12248",14219,"m-xsH8VkcYtTTvp2Fa6Ajw","""Pancho's""","Mexican;Restaurants;Breakfast & Brunch","Las Vegas","NV",3.5,531,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1028,"Good"
"12249",14221,"M_AuwEJTLUEIejktqmDWlg","""Popeyes Louisiana Kitchen""","Fast Food;Chicken Wings;Restaurants;Chicken Shop","Phoenix","AZ",2.5,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,11,"Bad"
"12250",14223,"M_GveQM4q2QORM5JcBhxRQ","""Gourmé Deli & Restaurant""","American (New);Delis;Restaurants;Breakfast & Brunch;Sandwiches","Strongsville","OH",2.5,14,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,36,"Bad"
"12251",14224,"M_JZsxuSquWmqcETqz3bNg","""Krazy Sub-Steve's""","Sandwiches;Restaurants","Mesa","AZ",3.5,29,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,85,"Good"
"12252",14225,"M_k9U65TluWmVo3Pg4aJjA","""Biddy Mulligans""","Restaurants;Irish;Nightlife;Bars;Pubs","Edinburgh","EDH",3.5,45,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,103,"Good"
"12253",14226,"M_XwckfmrLGtyHYdgZFmHQ","""Corporate Cafe""","Breakfast & Brunch;Restaurants;Diners;Greek;American (Traditional);Mexican","Glendale","AZ",4,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,28,"Good"
"12254",14227,"m_zeXzkj3btfvRJiPVw8Ug","""Squirrel Hill Cafe""","Dive Bars;Nightlife;Pubs;Restaurants;American (New);Bars","Pittsburgh","PA",4,89,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,458,"Good"
"12255",14228,"m01nlmGzbS0TBB8NZxp3Yg","""Magoo's""","Bars;Nightlife;Restaurants;American (Traditional)","Las Vegas","NV",3.5,7,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,23,"Good"
"12256",14230,"m05JNzmziiAed0UZvxzYGQ","""Mister Chips""","Restaurants;Fish & Chips","Whitby","NYK",3.5,8,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,2,"Good"
"12257",14231,"M0pkmBUi_CI0qrzN7ee80Q","""Amélie's French Bakery & Café""","Bakeries;Cafes;Food;Coffee & Tea;Restaurants","Charlotte","NC",4,374,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,303,"Good"
"12258",14232,"M0pXDKKvnM5sc7ceisBD4Q","""Edo Garden Hibachi""","Event Planning & Services;Japanese;Sushi Bars;Restaurants;Venues & Event Spaces","Monona","WI",3,72,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,117,"Good"
"12259",14233,"M0s6fObJ_nVk_ROjGnDU9w","""The Bar""","Gastropubs;American (Traditional);Dive Bars;Bars;Nightlife;Sports Bars;Restaurants","Phoenix","AZ",4.5,55,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,164,"Good"
"12260",14235,"M0yfSpeDaYTPEnLjw_0g_g","""Baker Wee""","Desserts;Party & Event Planning;Bakeries;Food;Restaurants;Event Planning & Services;Sandwiches;Caterers","Phoenix","AZ",4,124,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,239,"Good"
"12261",14236,"M1-aQ3XIMoAQeCUS0xQ4Mw","""Taco Bell""","Tex-Mex;Mexican;Restaurants;Fast Food","Las Vegas","NV",3,16,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,108,"Good"
"12262",14237,"M10n-ivjDkkdLaxIYNafFQ","""Queen City Q""","Restaurants;Barbeque;Southern","Charlotte","NC",3.5,304,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1174,"Good"
"12263",14238,"m11jHF_PzDK3v8J9Qvp4uA","""The Chester Fields""","Restaurants","Chester","CHE",3.5,3,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,2,"Good"
"12264",14239,"M18hT6GFwcU7nPLPEwab2A","""56th St Deli & Market""","Grocery;Food;Delis;Restaurants;Beer;Wine & Spirits;Convenience Stores","Phoenix","AZ",4.5,16,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,420,"Good"
"12265",14240,"m1BDEL9C4GsG-0FmAp5P8A","""The Players Club LV""","Food;Bars;Beer;Wine & Spirits;Restaurants;Nightlife;American (Traditional)","Henderson","NV",4,24,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,184,"Good"
"12266",14241,"m1BRMnrel42nz_qIPSBO9w","""Keegan's Grill & Taproom Foothills""","American (Traditional);Restaurants","Phoenix","AZ",3.5,134,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,786,"Good"
"12267",14242,"M1dc6dP90L332Edo7B-eJQ","""Local 25""","Restaurants;American (New)","Concord","NC",4.5,16,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,13,"Good"
"12268",14243,"m1fO89Ka05EDd4Y0SNCQ3Q","""Ramada Edinburgh Mount Royal""","Event Planning & Services;Hotels & Travel;Restaurants;Hotels;Brasseries","Edinburgh","EDH",3.5,6,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,"Good"
"12269",14244,"m1GXhsLGEE6Y38bBpWHRBg","""Panera Bread""","Sandwiches;Food;Restaurants;Breakfast & Brunch;Salad;Bagels;Soup","Henderson","NV",3.5,93,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,855,"Good"
"12270",14245,"m1IqfCdWw0Yd1euC8cZgSA","""Thee Olde Place Inn""","American (New);Diners;Restaurants","Pittsburgh","PA",3.5,20,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,26,"Good"
"12271",14246,"m1LOUjVzAAoCS61BTL5i5g","""Hodori Restaurant""","Restaurants;Korean","Mesa","AZ",3.5,319,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1593,"Good"
"12272",14247,"M1OAa1O1O8okN9KnPhpm9A","""Cinnabon""","Restaurants;Breakfast & Brunch","Phoenix","AZ",3,11,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,91,"Good"
"12273",14248,"M1PRy7Hh0M948_9CX2z6Bg","""McBonie's Bar & Grill""","Nightlife;Restaurants;Southern;Pubs;Bars","Charlotte","NC",2.5,18,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,44,"Bad"
"12274",14249,"m1UQyzD2JOaHSwlIO0OtMg","""Jimmy Bigg's Grill""","Bars;Nightlife;Pubs;Restaurants;Barbeque;American (Traditional);Burgers;Sandwiches","Cuyahoga Falls","OH",4,20,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,12,"Good"
"12275",14250,"m1Y47fK3vWCJXV3TdCn_Xw","""Pita Jungle""","American (New);Mediterranean;Vegetarian;Restaurants","Phoenix","AZ",3.5,408,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1936,"Good"
"12276",14251,"m1yiZ8gnawxR4jL-g5QUJg","""Kim's Kitchen Family Restaurant""","American (Traditional);Restaurants","Stanley","NC",4.5,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,"Good"
"12277",14253,"M25NgFDHrozQn4MhIsEpRw","""Bistro 101""","Restaurants;American (New);Mediterranean","Mount Horeb","WI",4,27,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,31,"Good"
"12278",14254,"m2AEBwg1b0VlsC3n-wqxIg","""Domino's Pizza""","Pizza;Chicken Wings;Sandwiches;Restaurants","Henderson","NV",2,26,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,37,"Bad"
"12279",14255,"M2AYKHTAfnh5y5tdGbJd2Q","""Jambo""","Ethiopian;African;Restaurants","Ludwigsburg","BW",4.5,18,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10,"Good"
"12280",14256,"M2OC248gnU3FXJYcYsuZqQ","""Fractured Prune""","Restaurants;Bakeries;Cafes;Food;Donuts;Bagels","Chandler","AZ",4,224,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,507,"Good"
"12281",14257,"M2Qdv-0LXV8RUmCH-Qo6xQ","""Hot Dog On A Stick""","Restaurants;Food;Hot Dogs","Las Vegas","NV",3.5,6,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,9,"Good"
"12282",14258,"m2QQNcBKeZIFYy16lVMogw","""Raising Cane's""","Chicken Shop;Food;Restaurants;American (Traditional);Chicken Wings;Fast Food;Specialty Food","Las Vegas","NV",3.5,105,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,691,"Good"
"12283",14259,"m2R3fjLag8EzYPAeIXdC7g","""Pizza Hut""","Restaurants;Pizza;Chicken Wings","Henderson","NV",3.5,21,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,83,"Good"
"12284",14260,"m2tNrjQJz2fxCyh-yp4vgA","""Pizza Hut""","Pizza;Restaurants","Boulder City","NV",2,26,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,29,"Bad"
"12285",14261,"m2zASwlOL2vecCKHfmGAnQ","""Rusconi's American Kitchen""","American (New);Breakfast & Brunch;Restaurants;American (Traditional)","Phoenix","AZ",4.5,524,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,970,"Good"
"12286",14263,"M30I1NPl5JuHthxo1IXPGg","""Pho Saigon 8""","Vietnamese;Restaurants","Las Vegas","NV",3.5,458,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,2784,"Good"
"12287",14264,"m38_eIvoBs8QSCk3hniEdg","""Panera Bread""","Food;Breakfast & Brunch;Soup;Restaurants;Salad;Sandwiches;Bagels","Broadview Heights","OH",3,3,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,26,"Good"
"12288",14265,"m3DVIvPsuLuA9OMSgWNLcQ","""Bloom Bakery at Public Square""","Coffee & Tea;Vegan;Bakeries;Food;Restaurants;Sandwiches;Desserts","Cleveland","OH",4,49,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,98,"Good"
"12289",14266,"m3ENrv6bKW8h44bMyBAOOQ","""Subway""","Sandwiches;Restaurants;Fast Food","Phoenix","AZ",3.5,9,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,90,"Good"
"12290",14267,"m3Gjw27yTlmNYG1cuTWlBw","""Salads UP""","Soup;Food;Salad;Vegetarian;Restaurants;Juice Bars & Smoothies","Madison","WI",3.5,19,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,47,"Good"
"12291",14268,"M3imbOYGTvZTJzeJVvexPg","""Franagan's Cafe""","Food;Breakfast & Brunch;Cafes;Ice Cream & Frozen Yogurt;Restaurants","Mesa","AZ",3.5,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11,"Good"
"12292",14269,"M3JRmY4cyylKtmCw57gSoA","""McAlister's Deli""","Sandwiches;Restaurants;Delis;Salad","Gastonia","NC",3,17,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,82,"Good"
"12293",14270,"M3tCYlgvLLbQfU0ybHiing","""Barro's Pizza""","Italian;Sandwiches;Restaurants;Pizza","Mesa","AZ",3.5,55,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,84,"Good"
"12294",14271,"m3tNor-GTl-aAST5AmEqYA","""Lin's Grand Buffet""","Buffets;Chinese;Cantonese;Restaurants;Sushi Bars","Phoenix","AZ",2.5,93,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,168,"Bad"
"12295",14273,"m3uS5kwBVOwYarGbt98Gjg","""Chick-fil-A""","Chicken Shop;Event Planning & Services;Restaurants;Fast Food;Caterers","Henderson","NV",4,189,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,613,"Good"
"12296",14274,"M3uV9Y3EDSpy9d4YwyNSAQ","""Yakiramen""","Nightlife;Japanese;Music Venues;Ramen;Arts & Entertainment;Restaurants;Bars","Phoenix","AZ",4,66,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,84,"Good"
"12297",14275,"m3XOBJyAJIWEJJUpngVLLw","""Two Scoops Creamery""","Desserts;Ice Cream & Frozen Yogurt;Food;Restaurants;Vegetarian","Charlotte","NC",4.5,134,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,351,"Good"
"12298",14276,"m4_qthbDlYptibVQ1SCvNA","""Smoothie King""","Specialty Food;Health Markets;Juice Bars & Smoothies;Restaurants;Food;Gluten-Free","Phoenix","AZ",3,34,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,171,"Good"
"12299",14277,"m42E4F24DMzaJJ7d5_qr6g","""Sivlik Grill""","Tex-Mex;American (New);Restaurants","Chandler","AZ",4,4,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,8,"Good"
"12300",14278,"m45sH6c22jlIS-a3ZjckwQ","""Einstein Bros Bagels""","Sandwiches;Delis;Coffee & Tea;Food;Bagels;Restaurants","Phoenix","AZ",3,71,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,588,"Good"
"12301",14279,"M47uKgTT7ilc_rDrMxbBiA","""Luckys pizza""","Pizza;Restaurants","Peoria","AZ",4,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,6,"Good"
"12302",14280,"M49CwslHLTt9verCZhWxrg","""Storms Restaurant & Catering""","Restaurants;Caterers;Event Planning & Services;Italian","Pittsburgh","PA",4,47,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,175,"Good"
"12303",14281,"M4Bi2eyelIP9YQuwD7a3JA","""Zia Pia Imports""","Grocery;Italian;Specialty Food;Tuscan;Pasta Shops;Restaurants;Food","Charlotte","NC",4.5,5,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,16,"Good"
"12304",14283,"m4DwPVxmFDQE_FnGIOa3cQ","""Sunny China Buffet""","Chinese;Buffets;Restaurants","Urbana","IL",4,14,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,16,"Good"
"12305",14284,"M4f1JtOp03-gv8xR5JtV8Q","""Papa John's Pizza""","Restaurants;Pizza","Madison","WI",2.5,12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,"Bad"
"12306",14285,"M4mNS2LZPjpzQyiJgL8znw","""Aroojis Wine Room""","Restaurants;Italian;Wine Bars;Bars;Nightlife;Cocktail Bars","Charlotte","NC",3,50,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,113,"Good"
"12307",14286,"M4RwZL5bTBTwwbVcoaDbtw","""Rowley Inn""","Dive Bars;Restaurants;Beer;Wine & Spirits;Karaoke;Food;Sandwiches;American (Traditional);Bars;Burgers;Nightlife;Comfort Food","Cleveland","OH",4.5,69,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,136,"Good"
"12308",14288,"M4vh_kzppP1nsxo7hsaVIA","""Golden Nugget Buffet""","Restaurants;Buffets","Las Vegas","NV",2.5,285,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,547,"Bad"
"12309",14290,"m4yD7dvz998cXM51GbRL_Q","""Mel's Diner""","Food;Coffee & Tea;Restaurants;Diners;American (Traditional)","Phoenix","AZ",3.5,83,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,287,"Good"
"12310",14291,"m506zjQ67j0msTfANwB6RA","""Flower Child""","American (New);Vegetarian;Restaurants;Salad","Phoenix","AZ",4.5,256,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,692,"Good"
"12311",14292,"M51gw2cz_vXarNBLbKkOxQ","""The Cracked Egg""","Restaurants;Breakfast & Brunch","Las Vegas","NV",4,490,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,2928,"Good"
"12312",14293,"m51uL1LZhKYf2y_yG4NEng","""Pho 87""","Restaurants;Vietnamese","Las Vegas","NV",3.5,292,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,885,"Good"
"12313",14294,"m59upQj5qUn-termmtxTYQ","""The Coop Chicken and Waffles""","Comfort Food;Food Trucks;Chicken Shop;Southern;Food;Waffles;Restaurants","Pittsburgh","PA",4.5,12,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,22,"Good"
"12314",14295,"m5CY1jy3dvBw8J4iiCBlXw","""Crofters""","Burgers;Restaurants;Bars;Steakhouses;Nightlife;Pubs","Edinburgh","EDH",3.5,3,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"12315",14296,"M5Dc39uXDsFzcAGl_ijDzw","""GoodFellas Restaurant & Tavern""","Bars;American (Traditional);Cocktail Bars;Nightlife;Restaurants","Pittsburgh","PA",4,10,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,9,"Good"
"12316",14297,"M5gj8a6Qtjy06lh3L5zUqA","""Royal Palms Resort and Spa, in the Unbound Collection by Hyatt""","Day Spas;Event Planning & Services;Hotels & Travel;Restaurants;Beauty & Spas;Hotels","Phoenix","AZ",4,251,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,683,"Good"
"12317",14298,"M5Gz2R0TJN8QvJ4W3cGfEA","""Salut""","Delis;Restaurants;Grocery;Food;Beer;Wine & Spirits","Edinburgh","EDH",4,7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,"Good"
"12318",14299,"M5jKFdL0vLcBzdPh-mLnAQ","""Bar Smith""","Bars;American (New);Dance Clubs;Nightlife;Restaurants","Phoenix","AZ",3.5,124,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,901,"Good"
"12319",14300,"m5KPPufE6KOuBV-FUti0AA","""Vinum im Literaturhaus""","Restaurants;Italian;Beer;Wine & Spirits;Food","Stuttgart","BW",3,40,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,6,"Good"
"12320",14301,"m5niZy68d2gTtVWz89elfA","""Slidin Thru""","Restaurants;Food Trucks;Food Stands;Food;Burgers","Las Vegas","NV",4,364,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,769,"Good"
"12321",14302,"m5OCtRUwgXckJmeNhUz9cQ","""Amici's Pizza Sports Bar and Grill""","Pizza;Restaurants","Concord","NC",2,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,15,"Bad"
"12322",14303,"m5PCxfNdQe0XPGVboo_NwQ","""Red Lobster""","American (Traditional);Seafood;Restaurants","Pineville","NC",2.5,63,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,199,"Bad"
"12323",14305,"M5rnBQaFtjYTn3T9NIZwcA","""China Dragon""","Chinese;Restaurants","Mc Donald","PA",3.5,4,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,2,"Good"
"12324",14306,"M5saBfko8tz_fpgaUPrrSg","""McDonald's""","Burgers;Fast Food;Restaurants","North Huntingdon","PA",3,13,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,36,"Good"
"12325",14307,"m5sGdODCWYVu-bjvqG_OOA","""Pizza Hut""","Chicken Wings;Pizza;Restaurants;Italian","Phoenix","AZ",2,25,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,12,"Bad"
"12326",14308,"m5t6Ork5uMHRvIlCmP6ULQ","""China Chef""","Restaurants;Chinese","Cleveland","OH",3,14,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,12,"Good"
"12327",14309,"m5tGh01vfv-XHsf27Np19A","""American Legion Post 44""","Community Service/Non-Profit;Food;Local Services;Beer;Wine & Spirits;American (Traditional);Restaurants;Arts & Entertainment;Social Clubs","Scottsdale","AZ",4.5,6,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,35,"Good"
"12328",14310,"M5UO7M4HyWDIK-ZLbtfJFA","""Popeyes Louisiana Kitchen""","Chicken Wings;American (Traditional);Fast Food;Restaurants","Chandler","AZ",2,59,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,50,"Bad"
"12329",14312,"m63NTcEP4p43ZvXnmPuNjA","""Star Donuts""","Donuts;Coffee & Tea;Food;American (New);Restaurants","Surprise","AZ",4.5,95,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,52,"Good"
"12330",14313,"m6A705OsJS9iLTY9osAYeg","""Subway""","Sandwiches;Fast Food;Restaurants","Chandler","AZ",3.5,6,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,22,"Good"
"12331",14314,"M6BiGk76UgrYBM2sGPusUA","""Maing Wok Kitchen""","Chinese;Restaurants","North Ridgeville","OH",3,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,"Good"
"12332",14315,"M6cqH-iwMIvOHmS-5QUf7w","""Dairy Deli""","Sandwiches;Delis;Restaurants","Seven Hills","OH",4,5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,"Good"
"12333",14316,"m6DuuvI95KyOZpUwMvP20w","""Domino's Pizza""","Chicken Wings;Sandwiches;Restaurants;Pizza;Food;Food Delivery Services","North Las Vegas","NV",3.5,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,3,"Good"
"12334",14317,"M6jDeU_3sigyxVnRgHTBDg","""Jersey Mike's Subs""","Sandwiches;Fast Food;Restaurants;Delis","Bainbridge","OH",4.5,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,5,"Good"
"12335",14318,"m6nLTIrEJHtHSYJjVavnzw","""Kohinoor Indian Restaurant and Lounge""","Bars;Indian;Restaurants;Nightlife","Champaign","IL",4,115,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,170,"Good"
"12336",14320,"m6O4gOfTtqJKmz0Ev2-PCg","""Doc And Lennies""","Soul Food;Diners;Restaurants","Cleveland","OH",4.5,20,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,24,"Good"
"12337",14321,"m6rffQy85HUq82DjLq-YJg","""Twisted Italian""","Restaurants;Italian;Nightlife;Wine Bars;Breakfast & Brunch;Comfort Food;Bars","Peoria","AZ",4,223,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,350,"Good"
"12338",14322,"m6TRzUX-QizEkvNRpub3lA","""Wendy's""","Restaurants;Fast Food;Burgers","Las Vegas","NV",3,31,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,204,"Good"
"12339",14323,"m6XI2DDUqsg9blBD1IAnNA","""Road House Grill""","Restaurants;Karaoke;Sports Bars;Nightlife;American (Traditional);American (New);Bars","Mesa","AZ",3.5,3,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,12,"Good"
"12340",14324,"m79xs9LYZvAA0StdJEE1Ow","""Im Wengert""","Swabian;German;Bars;Wine Bars;Restaurants;Nightlife","Gerlingen","BW",3.5,9,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"12341",14326,"M7dW8WCWN7KlcdA2NxaYvg","""Einstein Bros Bagels""","Restaurants;Sandwiches;Breakfast & Brunch","Las Vegas","NV",2,11,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,87,"Bad"
"12342",14327,"m7EKsRTQmC8NUEBKcdXxtQ","""Sand Trap Grill & Bar""","Restaurants;Nightlife;Bars;American (Traditional)","North Royalton","OH",3.5,8,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,18,"Good"
"12343",14328,"M7LycEla3delvqK4Auu0Dg","""Come Sempre Salva's""","Restaurants;Italian","Sindelfingen","BW",4,21,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,26,"Good"
"12344",14329,"m7OH9BbovjMAAz98KIQVpQ","""Gosch Sylt""","Food;Seafood Markets;Restaurants;Fischbroetchen;Specialty Food;Seafood","Stuttgart","BW",3,17,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,3,"Good"
